user_id,bio,contact_details
16692,Help Desk Operator,857-550-1477
16693,Database Administrator IV,732-311-6118
16694,Legal Assistant,922-902-3892
16695,Physical Therapy Assistant,325-853-7699
16696,Speech Pathologist,285-391-5938
16697,Electrical Engineer,204-882-5734
16698,Geologist II,391-928-5667
16699,Software Consultant,704-883-6807
16700,Media Manager II,515-341-2356
16701,Data Coordinator,865-211-0216
16702,Account Representative III,196-209-2918
16703,Systems Administrator III,453-615-1899
16704,Environmental Specialist,770-867-2518
16705,Account Executive,820-287-6708
16706,Quality Control Specialist,585-896-3142
16707,Editor,176-404-2242
16708,Graphic Designer,735-270-3927
16709,Account Representative IV,202-213-4943
16710,Dental Hygienist,924-226-8386
16711,Health Coach I,168-637-2444
16712,Analog Circuit Design manager,291-336-6082
16713,Technical Writer,554-775-9417
16714,Administrative Assistant III,168-467-2914
16715,Food Chemist,881-227-9634
16716,Financial Advisor,575-656-3749
16717,Accountant IV,136-901-3389
16718,Analog Circuit Design manager,921-386-5187
16719,Operator,186-382-9363
16720,Sales Associate,920-992-6959
16721,Developer II,284-452-3711
16722,VP Product Management,941-152-6359
16723,Senior Financial Analyst,894-226-7940
16724,Database Administrator I,410-722-0093
16725,Design Engineer,326-911-9613
16726,Data Coordinator,715-259-7741
16727,Occupational Therapist,825-167-2085
16728,Social Worker,236-522-1642
16729,Safety Technician I,982-574-0185
16730,Food Chemist,195-274-9659
16731,Clinical Specialist,914-931-0481
16732,Senior Sales Associate,299-858-3485
16733,Civil Engineer,987-881-0090
16734,Software Engineer IV,933-973-1108
16735,Graphic Designer,515-217-8159
16736,Database Administrator I,128-378-9582
16737,Analog Circuit Design manager,229-354-5134
16738,Media Manager IV,451-474-6108
16739,Financial Advisor,750-673-1997
16740,Developer II,899-324-4023
16741,Staff Scientist,138-143-3633
16742,Administrative Officer,682-628-6552
16743,Help Desk Technician,535-144-2959
16744,Paralegal,608-432-8844
16745,Help Desk Technician,544-558-3145
16746,Registered Nurse,428-733-2010
16747,VP Accounting,813-725-7548
16748,Nuclear Power Engineer,586-766-1428
16749,Software Engineer II,919-331-1652
16750,Desktop Support Technician,431-686-6168
16751,Accountant III,767-617-4362
16752,Administrative Officer,235-214-5317
16753,Physical Therapy Assistant,203-654-1496
16754,Editor,728-511-1597
16755,Occupational Therapist,643-185-0133
16756,Desktop Support Technician,857-314-1469
16757,Speech Pathologist,121-655-6616
16758,Sales Representative,965-312-6338
16759,Senior Editor,579-957-0267
16760,Media Manager II,633-216-4943
16761,Community Outreach Specialist,183-405-5823
16762,Software Consultant,456-280-8152
16763,Clinical Specialist,230-297-0564
16764,Geologist I,984-989-7537
16765,Nurse Practicioner,941-210-0451
16766,Tax Accountant,339-735-1305
16767,Database Administrator III,278-111-4851
16768,Structural Engineer,318-911-0795
16769,VP Quality Control,944-544-5370
16770,Compensation Analyst,562-730-1498
16771,Web Developer I,803-798-8506
16772,Tax Accountant,751-574-1954
16773,VP Marketing,405-392-4087
16774,GIS Technical Architect,905-391-7831
16775,Chief Design Engineer,142-314-9445
16776,Nurse Practicioner,374-884-9867
16777,Programmer II,962-491-9690
16778,General Manager,596-778-8809
16779,Recruiter,333-642-7220
16780,Tax Accountant,955-136-6229
16781,Pharmacist,804-729-2587
16782,Payment Adjustment Coordinator,826-438-1280
16783,Design Engineer,362-522-9367
16784,Administrative Officer,739-661-8811
16785,Engineer III,435-268-7016
16786,Project Manager,900-122-2736
16787,Design Engineer,717-345-0316
16788,Electrical Engineer,701-240-9088
16789,Nurse,818-359-2318
16790,Dental Hygienist,738-461-3075
16791,Administrative Officer,202-706-8671
16792,VP Quality Control,906-471-2718
16793,Teacher,895-562-5331
16794,Programmer Analyst I,978-482-6175
16795,Editor,416-988-0178
16796,Media Manager I,229-715-5916
16797,Account Coordinator,316-449-0811
16798,Operator,632-619-8010
16799,Compensation Analyst,255-599-8397
16800,Help Desk Operator,695-114-9621
16801,Geologist IV,560-527-7757
16802,Community Outreach Specialist,955-952-3154
16803,Sales Associate,872-306-0867
16804,Assistant Manager,489-894-2210
16805,Research Nurse,572-762-2519
16806,Help Desk Technician,758-550-7218
16807,VP Quality Control,581-192-4199
16808,Tax Accountant,738-248-0440
16809,Human Resources Manager,847-997-1696
16810,Occupational Therapist,862-286-2492
16811,Senior Quality Engineer,466-203-7530
16812,Nuclear Power Engineer,415-465-9442
16813,Environmental Tech,732-209-6461
16814,Geological Engineer,571-957-4464
16815,Help Desk Technician,108-129-2117
16816,VP Sales,464-576-7973
16817,Design Engineer,299-573-7205
16818,Internal Auditor,231-315-0978
16819,Dental Hygienist,202-524-0208
16820,Human Resources Assistant II,893-144-2972
16821,Research Associate,635-359-5949
16822,Office Assistant IV,999-385-3461
16823,Administrative Officer,298-219-2653
16824,Assistant Manager,658-527-5245
16825,Accountant IV,165-226-2563
16826,Chemical Engineer,470-486-5239
16827,Administrative Assistant II,363-873-8178
16828,Web Developer IV,860-905-3472
16829,Quality Engineer,744-392-9427
16830,Chief Design Engineer,648-649-5531
16831,Technical Writer,638-569-2006
16832,Help Desk Operator,918-651-6510
16833,Safety Technician I,604-219-3091
16834,Senior Financial Analyst,551-743-1708
16835,Physical Therapy Assistant,644-955-2793
16836,Structural Analysis Engineer,497-405-7207
16837,Project Manager,551-319-2417
16838,Systems Administrator IV,526-656-7196
16839,Mechanical Systems Engineer,349-395-9339
16840,Analog Circuit Design manager,563-680-9245
16841,Statistician II,774-278-9377
16842,Electrical Engineer,246-922-1974
16843,Operator,945-554-2257
16844,Media Manager IV,865-709-0563
16845,Marketing Assistant,580-700-3560
16846,Senior Cost Accountant,738-625-2499
16847,Cost Accountant,317-495-1817
16848,Professor,611-749-1268
16849,Operator,357-270-1481
16850,Chief Design Engineer,856-729-9315
16851,Payment Adjustment Coordinator,868-573-7449
16852,Environmental Specialist,366-328-3815
16853,Accounting Assistant I,229-114-9539
16854,Nuclear Power Engineer,877-720-4210
16855,Nurse Practicioner,977-112-4289
16856,Junior Executive,533-962-3266
16857,Research Nurse,830-223-6050
16858,Mechanical Systems Engineer,894-109-0488
16859,Technical Writer,515-447-2090
16860,Web Developer II,298-161-3864
16861,Food Chemist,393-176-9675
16862,Financial Advisor,916-405-4990
16863,Accounting Assistant III,942-972-9036
16864,Web Designer II,572-236-3395
16865,Editor,277-113-0403
16866,Sales Associate,156-608-8775
16867,Senior Editor,561-195-1759
16868,Marketing Manager,121-684-5774
16869,Programmer Analyst III,259-413-6703
16870,Software Test Engineer I,459-977-0316
16871,Administrative Assistant I,145-402-4186
16872,Occupational Therapist,469-373-2022
16873,Automation Specialist III,876-187-0331
16874,Food Chemist,968-437-3518
16875,Senior Sales Associate,363-354-2470
16876,Operator,563-228-8670
16877,Assistant Professor,175-436-8789
16878,Junior Executive,861-230-1480
16879,Project Manager,565-862-5687
16880,Community Outreach Specialist,624-291-0889
16881,Media Manager I,261-302-2810
16882,VP Marketing,607-878-7678
16883,Developer II,768-707-5604
16884,Recruiter,788-817-4722
16885,Desktop Support Technician,717-495-4195
16886,Senior Quality Engineer,387-287-4688
16887,Tax Accountant,134-326-8646
16888,Office Assistant II,222-996-3580
16889,Sales Associate,577-555-7924
16890,Sales Associate,885-356-1280
16891,Environmental Tech,971-743-2672
16892,Senior Financial Analyst,205-557-5167
16893,Associate Professor,397-657-7589
16894,Geological Engineer,625-686-1498
16895,Biostatistician III,620-290-6706
16896,Developer IV,711-185-0509
16897,Database Administrator IV,530-271-1652
16898,Paralegal,806-800-3342
16899,Payment Adjustment Coordinator,496-825-9595
16900,Account Coordinator,672-615-9404
16901,Internal Auditor,746-403-7687
16902,Associate Professor,900-760-3017
16903,Associate Professor,409-203-7471
16904,Office Assistant II,955-287-8705
16905,Research Associate,864-257-2626
16906,Software Test Engineer I,597-162-3323
16907,Senior Quality Engineer,389-509-1214
16908,Analog Circuit Design manager,479-737-8143
16909,Product Engineer,495-172-6537
16910,Physical Therapy Assistant,221-678-8089
16911,Pharmacist,198-620-4751
16912,Research Assistant III,103-136-4171
16913,Programmer I,942-545-6432
16914,Legal Assistant,656-110-5636
16915,Safety Technician I,713-252-1189
16916,Paralegal,296-491-6912
16917,Staff Scientist,306-373-5498
16918,Quality Engineer,806-177-4985
16919,Compensation Analyst,325-583-3560
16920,Recruiting Manager,497-253-8492
16921,Business Systems Development Analyst,782-593-9052
16922,Analyst Programmer,917-593-2563
16923,Assistant Manager,219-486-3278
16924,Safety Technician I,730-758-6870
16925,Civil Engineer,558-130-4692
16926,Information Systems Manager,675-295-4269
16927,Senior Sales Associate,867-869-9967
16928,VP Quality Control,683-258-9129
16929,VP Product Management,961-827-0319
16930,GIS Technical Architect,709-221-4998
16931,Environmental Specialist,756-454-1156
16932,Web Developer II,458-214-4579
16933,Sales Associate,945-325-9577
16934,Senior Quality Engineer,661-117-3999
16935,Automation Specialist I,270-496-7379
16936,Environmental Tech,543-659-4740
16937,VP Product Management,174-677-9037
16938,Administrative Officer,686-906-1612
16939,Safety Technician I,422-614-4163
16940,Account Coordinator,633-301-2796
16941,Structural Engineer,701-201-5591
16942,VP Sales,595-113-8798
16943,Structural Analysis Engineer,926-178-1311
16944,Quality Control Specialist,598-584-3173
16945,Director of Sales,918-488-6120
16946,Research Assistant IV,989-994-3396
16947,Accountant III,871-329-2307
16948,Editor,241-219-4987
16949,Staff Accountant IV,263-474-4456
16950,Web Developer III,552-923-9936
16951,Staff Accountant I,369-941-9539
16952,Environmental Tech,726-546-1399
16953,Systems Administrator IV,117-917-0877
16954,Assistant Media Planner,263-760-5949
16955,Social Worker,340-416-0247
16956,Structural Analysis Engineer,344-640-1396
16957,Information Systems Manager,548-737-8954
16958,Electrical Engineer,686-851-8624
16959,VP Accounting,289-999-1104
16960,Registered Nurse,652-260-4820
16961,Registered Nurse,338-855-1777
16962,Environmental Tech,752-471-8642
16963,Physical Therapy Assistant,601-102-5385
16964,Programmer II,174-566-4259
16965,Marketing Manager,182-528-9406
16966,Media Manager III,970-496-0787
16967,GIS Technical Architect,837-686-8316
16968,VP Accounting,610-899-1879
16969,Community Outreach Specialist,765-125-0845
16970,Dental Hygienist,681-846-4963
16971,Design Engineer,470-913-6565
16972,Legal Assistant,317-452-6111
16973,Social Worker,621-915-3506
16974,Editor,349-224-6544
16975,Staff Scientist,682-761-0935
16976,Mechanical Systems Engineer,400-695-4703
16977,VP Quality Control,947-393-7871
16978,Food Chemist,395-306-9173
16979,Senior Quality Engineer,553-997-7561
16980,Professor,493-187-3088
16981,Software Test Engineer IV,773-136-4859
16982,Senior Editor,610-451-6623
16983,Data Coordinator,960-527-6539
16984,Media Manager I,576-178-3397
16985,Librarian,731-977-1226
16986,Project Manager,187-533-8112
16987,Computer Systems Analyst I,814-968-7044
16988,Civil Engineer,792-481-2350
16989,Assistant Professor,797-959-4985
16990,Nuclear Power Engineer,351-298-2759
16991,Occupational Therapist,764-495-0280
16992,Financial Analyst,258-522-2254
16993,Senior Sales Associate,231-226-6513
16994,Information Systems Manager,611-193-3190
16995,Business Systems Development Analyst,391-606-9635
16996,Engineer I,446-146-2532
16997,Environmental Specialist,380-477-1391
16998,VP Sales,251-706-3124
16999,Environmental Specialist,801-468-6614
17000,Software Engineer III,326-530-1146
17001,Business Systems Development Analyst,332-559-2144
17002,Human Resources Assistant III,117-930-7419
17003,Project Manager,599-858-9634
17004,Accountant II,680-313-6898
17005,Chemical Engineer,339-784-0997
17006,Sales Representative,523-844-5801
17007,Help Desk Operator,638-325-6848
17008,Information Systems Manager,767-797-6219
17009,Junior Executive,427-124-9338
17010,Staff Accountant I,856-600-8957
17011,Systems Administrator I,541-470-4024
17012,Web Developer II,670-953-9434
17013,VP Accounting,863-562-9629
17014,Database Administrator I,888-846-0909
17015,Paralegal,412-167-7642
17016,Associate Professor,224-819-7956
17017,Engineer IV,477-949-4704
17018,Actuary,765-188-9005
17019,Human Resources Assistant I,528-588-2816
17020,Mechanical Systems Engineer,913-428-0300
17021,Developer IV,690-406-8010
17022,Actuary,462-285-5343
17023,Mechanical Systems Engineer,964-996-8258
17024,Graphic Designer,618-913-9617
17025,Engineer II,311-205-0062
17026,Payment Adjustment Coordinator,615-298-3217
17027,Recruiting Manager,318-250-4314
17028,Desktop Support Technician,785-395-3459
17029,Accounting Assistant II,819-218-3375
17030,Help Desk Operator,631-200-1125
17031,Account Executive,861-173-4620
17032,Media Manager III,237-511-0189
17033,Tax Accountant,266-555-7604
17034,Budget/Accounting Analyst IV,404-239-3301
17035,Programmer I,491-498-4143
17036,Research Assistant I,786-572-5150
17037,Senior Cost Accountant,747-862-4935
17038,Senior Sales Associate,913-855-7961
17039,Account Coordinator,106-235-3549
17040,Senior Developer,392-804-3726
17041,Mechanical Systems Engineer,449-850-1690
17042,Legal Assistant,728-479-9329
17043,Business Systems Development Analyst,435-422-8086
17044,Administrative Assistant II,893-806-1639
17045,Junior Executive,627-362-2817
17046,Recruiter,872-221-1775
17047,Clinical Specialist,842-206-4853
17048,Assistant Professor,409-866-6889
17049,Account Coordinator,709-712-1509
17050,Mechanical Systems Engineer,679-511-8974
17051,Executive Secretary,699-512-6899
17052,Nurse,141-751-2337
17053,Media Manager IV,275-156-0262
17054,Quality Control Specialist,549-854-2327
17055,Business Systems Development Analyst,451-288-7464
17056,Actuary,611-557-5728
17057,Internal Auditor,190-510-4961
17058,Graphic Designer,764-731-9174
17059,Environmental Tech,814-295-8352
17060,Staff Accountant II,699-564-7230
17061,Registered Nurse,398-881-4853
17062,Legal Assistant,297-382-4980
17063,Data Coordinator,510-136-6289
17064,Quality Engineer,821-814-4239
17065,Computer Systems Analyst II,562-719-9791
17066,GIS Technical Architect,703-881-5566
17067,Programmer Analyst III,994-480-3425
17068,Engineer III,512-750-3600
17069,Analog Circuit Design manager,363-674-8349
17070,Executive Secretary,903-379-0929
17071,Geological Engineer,378-642-2440
17072,Registered Nurse,336-721-4163
17073,VP Sales,202-141-9771
17074,Clinical Specialist,261-150-1615
17075,Nuclear Power Engineer,859-715-1006
17076,Cost Accountant,428-690-9177
17077,Administrative Officer,381-933-7517
17078,Occupational Therapist,933-370-7565
17079,VP Sales,650-862-2379
17080,Information Systems Manager,192-608-2999
17081,Graphic Designer,547-441-9335
17082,General Manager,780-621-0930
17083,Compensation Analyst,387-528-6784
17084,Graphic Designer,616-570-2804
17085,Food Chemist,727-478-6983
17086,Librarian,527-886-9055
17087,General Manager,970-736-0465
17088,Quality Engineer,690-921-7311
17089,Quality Engineer,526-992-9834
17090,Analog Circuit Design manager,369-428-1384
17091,Help Desk Operator,129-984-5808
17092,Internal Auditor,459-793-1599
17093,Actuary,725-199-8513
17094,Editor,502-117-2505
17095,Speech Pathologist,766-236-0612
17096,Business Systems Development Analyst,129-516-1027
17097,Biostatistician IV,958-764-8751
17098,Information Systems Manager,966-453-2578
17099,Engineer III,162-212-9186
17100,Research Associate,770-346-9279
